Code,Name,Description,,,,,
3116,NTAX,Tax Recovery From TD. Principal,,,,,
3117,NTAX,Year End Tax Deduction,,,,,
3126,NTAX,TD Tax2 Deducted,,,,,
3128,NTAX,Tax2 Recovery From TD. Principal,,,,,
3129,NTAX,Year End Tax2 Deduction,,,,,
5006,NTAX,VAT. On SC.,,,,,
5008,NTAX,Debit Tax Deduction At Source,,,,,
5020,NTAX,Flexi RD Tax Deduction,,,,,
5028,NTAX,Debit Tax Deduction At Source,,,,,
1003,NTRF,Disbursement By Cash,,,,,
1004,NTRF,Cash Withdrawal From Ext.A/C.,,,,,
1005,NTRF,Miscellaneous GL. Xfer.,,,,,
1006,NTRF,PB Debit/Funds Trf Db,,,,,
1008,NTRF,Lain2 Db/Misc Cust Debit,,,,,
1015,NTRF,Funds Transfer Debit NoCOT.,,,,,
1091,NTRF,CASA TO CASA Value Dated Funds Transfer,,,,,
1092,NTRF,CASA TO GL Value Dated Funds Transfer,,,,,
1093,NTRF,GL TO CASA Value Dated Funds Transfer,,,,,
1094,NTRF,GL TO GL Value Dated Funds Transfer,,,,,
1095,NTRF,CASA TO CASA Value Dated Funds Transfer,,,,,
1401,NTRF,Setor tunai/Cash Deposit,,,,,
1423,NTRF,Installment Pay. By Transfer From GL.,,,,,
1424,NTRF,Installment Pay. transfer from CASA.,,,,,
1434,NTRF,RD Insurance Transfer DR,,,,,
1435,NTRF,RD Insurance Transfer CR,,,,,
1702,NTRF,Funds Xfer. Credit (OLTP.),,,,,
1710,NTRF,Rent Funds Transfer ,,,,,
1720,NTRF,Closeout Withdrawal By Funds Transfer,,,,,
1801,NTRF,OBU CASA Funds Transfer Request,,,,,
1804,NTRF,OBU Miscellaneous GL Transfer,,,,,
1908,NTRF,Cross Cost Center MSC,,,,,
2033,NTRF,OUTGOING RTGS CONVENTIONAL,,,,,
2034,NTRF,OUTGOING RTGS SYARIAH,,,,,
2035,NTRF,OUTGOING SKN CONVENTIONAL,,,,,
2036,NTRF,OUTGOING SKN SYARIAH,,,,,
2040,NTRF,Outgoing Payment IDR,,,,,
2041,NTRF,Outgoing Payment Initiation (Against GL),,,,,
2042,NTRF,Outgoing Payment Initiation (CASH),,,,,
2044,NTRF,Payments Transaction - Outgoing Payments via GEFU,,,,,
2045,NTRF,Payments Transaction - Outgoing Direct Debit via GEFU,,,,,
2046,NTRF,Payments Transaction - Outgoing Request for Direct Debit via GEFU,,,,,
2047,NTRF,Incoming Payment Flow,,,,,
2205,NTRF,ATM. Funds Xfer. Credit.On Us,,,,,
2209,NTRF,ATM. Payments Credit.On Us,,,,,
2210,NTRF,ATM. Transfer By POS. Debit.On Us,,,,,
2211,NTRF,ATM. Transfer By POS. Credit.On Us,,,,,
2212,NTRF,Intra Bank fund transfer over IVR,,,,,
2223,NTRF,Intra Bank fund transfer over Mobile,,,,,
2224,NTRF,ATM. ORFT. Debit.On Us,,,,,
2225,NTRF,ATM. ORFT. Credit.On Us,,,,,
2226,NTRF,ATM. ORFT. Debit On Us DR,,,,,
2227,NTRF,ATM.ORFT Credit On Us CR,,,,,
2228,NTRF,ATM.Bill Payment Debit.On Us,,,,,
2236,NTRF,EDC. Cash Deposit.On Us,,,,,
2250,NTRF,ATM. Cash Deposit.On Us,,,,,
2251,NTRF,ATM. Cheque Deposit.On Us,,,,,
2267,NTRF,ATM. Cash Withdrawal Remote Onus PRIMA,,,,,
2269,NTRF,ATM. Intra Bank Funds Transfer Remote onus debit PRIMA,,,,,
2270,NTRF,ATM. Intra Bank Funds Transfer Remote onus credit PRIMA,,,,,
2271,NTRF,ATM. Inter Bank Funds Transfer Remote onus debit PRIMA,,,,,
2272,NTRF,ATM. Inter Bank Funds Transfer Remote onus credit PRIMA,,,,,
2273,NTRF,ATM. Inter Bank Funds Transfer debit onus PRIMA,,,,,
2274,NTRF,ATM. Inter Bank Funds Transfer credit onus PRIMA,,,,,
2289,NTRF,ATM. Intra Bank Funds Transfer Remote onus debit ALTO,,,,,
2290,NTRF,ATM. Intra Bank Funds Transfer Remote onus debit CIRRUS,,,,,
2291,NTRF,ATM. Intra Bank Funds Transfer Remote onus debit BERSAMA,,,,,
2292,NTRF,ATM. Intra Bank Funds Transfer Remote onus credit ALTO,,,,,
2293,NTRF,ATM. Intra Bank Funds Transfer Remote onus credit CIRRUS,,,,,
2294,NTRF,ATM. Intra Bank Funds Transfer Remote onus credit BERSAMA,,,,,
2295,NTRF,ATM. Inter Bank Funds Transfer Remote onus debit ALTO,,,,,
2296,NTRF,ATM. Inter Bank Funds Transfer Remote onus debit CIRRUS,,,,,
2297,NTRF,ATM. Inter Bank Funds Transfer Remote onus debit BERSAMA,,,,,
2298,NTRF,ATM. Inter Bank Funds Transfer Remote onus credit ALTO,,,,,
2299,NTRF,ATM. Inter Bank Funds Transfer Remote onus credit CIRRUS,,,,,
2300,NTRF,ATM. Inter Bank Funds Transfer onus credit BERSAMA,,,,,
2304,NTRF,ATM. Funds Xfer. Debit.Remote On Us,,,,,
2305,NTRF,ATM. Funds Xfer. Credit.Remote On Us,,,,,
2308,NTRF,ATM. Payments Debit.Remote On Us,,,,,
2309,NTRF,ATM. Payments Credit.Remote On Us,,,,,
2310,NTRF,ATM. Transfer By POS. Debit.Remote On Us,,,,,
2311,NTRF,ATM. Inter Bank Funds Transfer debit onus ALTO,,,,,
2314,NTRF,ATM. Inter Bank Funds Transfer debit onus CIRRUS,,,,,
2315,NTRF,ATM. Inter Bank Funds Transfer debit onus BERSAMA,,,,,
2316,NTRF,ATM. Inter Bank Funds Transfer credit onus ALTO,,,,,
2317,NTRF,ATM. Inter Bank Funds Transfer credit onus CIRRUS,,,,,
2318,NTRF,ATM. Inter Bank Funds Transfer credit onus BERSAMA,,,,,
2355,NTRF,ATM. Intra Bank Funds Transfer Remote onus debit MASTER,,,,,
2356,NTRF,ATM. Intra Bank Funds Transfer Remote onus credit MASTER,,,,,
2357,NTRF,ATM. Inter Bank Funds Transfer Remote onus debit MASTER,,,,,
2358,NTRF,ATM. Inter Bank Funds Transfer Remote onus credit MASTER,,,,,
2359,NTRF,ATM. Inter Bank Funds Transfer debit onus MASTER,,,,,
2360,NTRF,ATM. Inter Bank Funds Transfer credit onus MASTER,,,,,
2363,NTRF,ATM. Intra Bank Funds Transfer Remote onus debit VisaPLUS,,,,,
2364,NTRF,ATM. Intra Bank Funds Transfer Remote onus credit VisaPLUS,,,,,
2365,NTRF,ATM. Inter Bank Funds Transfer Remote onus debit VisaPLUS,,,,,
2366,NTRF,ATM. Inter Bank Funds Transfer Remote onus credit VisaPLUS,,,,,
2367,NTRF,ATM. Inter Bank Funds Transfer debit onus VisaPLUS,,,,,
2368,NTRF,ATM. Inter Bank Funds Transfer credit onus VisaPLUS,,,,,
2401,NTRF,third-party transfer/fund transfer-In,,,,,
2450,NTRF,ZNG XFER SC,,,,,
2451,NTRF,IB Zengin Transfer,,,,,
2452,NTRF,BO Zengin Transfer,,,,,
2453,NTRF,MB Zengin Transfer,,,,,
2510,NTRF,Unclaimed Deposit Transfer,,,,,
2513,NTRF,Sundry Creditors Transfer,,,,,
2603,NTRF,TBS. Funds Transfer Debit,,,,,
2604,NTRF,TBS. Funds Transfer Credit,,,,,
2624,NTRF,FundTransferIntraBank,,,,,
2626,NTRF,CashAtWorkFundTransferIntraBank,,,,,
2639,NTRF,REVERSAL FUNDS TRANSFER INTRA BANK,,,,,
2640,NTRF,TransferFundsIntraBank,,,,,
2641,NTRF,TransferFundsIntraBank,,,,,
2642,NTRF,ISOTransferFundsIntraBank,,,,,
2643,NTRF,IVRFundTransferDebitLeg,,,,,
2644,NTRF,IVRISOFundTransferDebitLeg,,,,,
2645,NTRF,GEFU Funds Transfer Debit,,,,,
2646,NTRF,GEFU Miscellaneous GL. Xfer.,,,,,
2647,NTRF,GEFU Miscellaneous Customer Debit,,,,,
2648,NTRF,GEFU Miscellaneous Customer Credit,,,,,
2652,NTRF,ISOTransferFundsCreditLegIVR,,,,,
2653,NTRF,TransferFundsCreditLegCAW,,,,,
2654,NTRF,Funds Xfer. Credit (GEFU.),,,,,
2655,NTRF,ISOMiscellaneousCustomerCreditIVR,,,,,
2656,NTRF,MiscellaneousCustomerCreditCAW,,,,,
2657,NTRF,GEFU GL. Miscellaneous Debit,,,,,
2658,NTRF,GEFU GL. Miscellaneous Credit,,,,,
2659,NTRF,Installment Pay. By Transfer From GL.,,,,,
2670,NTRF,IB Funds Transfer,,,,,
2771,NTRF,ATM. Inter Bank Funds Transfer Remote onus debit PRIMA MSC,,,,,
2773,NTRF,ATM. Inter Bank Funds Transfer debit onus PRIMA MSC,,,,,
2795,NTRF,ATM. Inter Bank Funds Transfer Remote onus debit ALTO MSC,,,,,
2797,NTRF,ATM. Inter Bank Funds Transfer Remote onus debit BERSAMA MSC,,,,,
2801,NTRF,Trust Subscription Transfer Debit,,,,,
2802,NTRF,Trust Subscription Transfer Credit,,,,,
2811,NTRF,ATM. Inter Bank Funds Transfer debit onus ALTO MSC,,,,,
2815,NTRF,ATM. Inter Bank Funds Transfer debit onus BERSAMA MSC,,,,,
2857,NTRF,ATM. Inter Bank Funds Transfer Remote onus debit MASTER MSC,,,,,
2859,NTRF,ATM. Inter Bank Funds Transfer debit onus MASTER MSC,,,,,
2903,NTRF,IB. Funds Transfer Debit,,,,,
2904,NTRF,IB. Funds Transfer Credit,,,,,
2952,NTRF,MB Funds Transfer Debit,,,,,
2953,NTRF,MB Funds Transfer Credit,,,,,
3032,NTRF,Incoming Payment Rev,,,,,
4513,NTRF,Transfer To Loan,,,,,
4514,NTRF,CASA Int Transfer To Loan,,,,,
4515,NTRF,CASA Sweep Out To Loan,,,,,
4520,NTRF,LN. NF. Transfer Out Credit,,,,,
4521,NTRF,LN. NF. Transfer Out Debit,,,,,
5000,NTRF,Matured RD. Transfer Credit,,,,,
5521,NTRF,Tarik Kliring/Inward Clearing,,,,,
6291,NTRF,Inward Direct Credit,,,,,
6292,NTRF,Inward Direct Debit,,,,,
6301,NTRF,Outward Direct Credit,,,,,
6521,NTRF,Outward Direct Credit,,,,,
6522,NTRF,Outward Direct Debit,,,,,
7608,NTRF,Future Dated Credit,,,,,
7609,NTRF,Future Dated GL. Debit,,,,,
7610,NTRF,IB Future Dated Internal,,,,,
7611,NTRF,Future Dated Batch Transactions,,,,,
7612,NTRF,Future Dated Funds Transfer Debit (Zengin),,,,,
9014,NTRF,Vault Teller Balance Transfer,,,,,
9019,NTRF,Transfer Stocks,,,,,
9900,NTRF,FCN. Transaction,,,,,
9910,NTRF,Sweep Out Credit,,,,,
9911,NTRF,Sweep Out Debit,,,,,
